"x"
"Tanishaa_Mukerji"
"Raasi_(actress)"
"Ileana_D'Cruz"
"Mamta_Mohandas"
"Suhani_Kalita"
"Shamita_Shetty"
"Aparna_Pillai"
"Suhasini_Maniratnam"
"Archana_Kavi"
"Jayachitra"
"Sripriya"
"Sonia_Agarwal"
"Sriranjani,_Jr."
"Rachana_Maurya"
"Linda_Arsenio"
"Pooja_Ramachandran"
"Easwari_Rao"
"Anita_Hassanandani_Reddy"
"Usharani"
"Jyothirmayi"
"Gopika"
"Richa_Pallod"
"Aarathi"
"Soumya_Bollapragada"
"Devika"
"Shweta_Prasad"
"Manisha_Koirala"
"Anushka_Shetty"
"Heera_Rajagopal"
"Leelavathi_(actress)"
"Shilpa_Shetty"
"Aksha_Pardasany"
"Jaya_Prada"
"Kanchana_(actress)"
"Kavya_Madhavan"
"Kiran_Rathod"
"Manya_(actress)"
"Priyanka_Kothari"
"Radha_(actress)"
"Supriya_Karnik"
"Tanushree_Dutta"
"Kushboo"
"Sherin"
"Riya_Sen"
"Laila_Mehdin"
"Parul_Yadav"
"Sukanya_(actress)"
"Sulakshana_(actress)"
"Jaya_Re"
"Jayabharathi"
"Oviya"
"Udhayathara"
"Vasundhara_Devi"
"Gurleen_Chopra"
"Chithra_(actress)"
"Deeksha_Seth"
"Aishwarya_Devan"
"Sindhu_Lokanath"
"Ishita_Sharma"
"Nikesha_Patel"
"Karthika_Adaikalam"
"Karthika_Nair"
"Manorama_(Tamil_actress)"
"Saloni_Aswani"
"Sandhya_(actress)"
"Saranya_Nag"
"Saranya_Ponvannan"
"Simran_(actress)"
"Rashmi_Gautam"
"Renuka_Menon"
"Shubha_Poonja"
"Lavanya_Tripathi"
"Genelia_D'Souza"
"Taapsee_Pannu"
"Tulasi_(actress)"
"Sruthi_Lakshmi"
"Rupini_(actress)"
"Taruni_Sachdev"
"Suja_Varunee"
"Seetha_(actress)"
"Sapan_Saran"
"Rakul_Preet_Singh"
"Yami_Gautam"
"Kanakadurga"
"Lalithasree"
"Ranipadmini"
"Saleema"
"Soorya"
"Surekha_(actress)"
"Aishwarya_Rai_Bachchan"
"Andrea_Jeremiah"
"Anjali_(actress_born_1986)"
"Anjali_Devi"
"Hamsa_Nandini"
"Lakshmi_Rai"
"Nandini_Rai"
"Sharada_(actress)"
"Shriya_Saran"
"Shalini_Kumar"
"Richa_Gangopadhyay"
"Amy_Jackson"
"Pooja_Kumar"
"Dimple_Chopade"
"Shanthi_Krishna"
"Mohini_(Tamil_actress)"
"Regina_Cassandra"
"Ananya_(actress)"
"Ashwini_(actress)"
"B._Saroja_Devi"
"E._V._Saroja"
"Geetha_(actress)"
"Janani_Iyer"
"Kaveri_(actress)"
"Meenakshi_(actress)"
"Meenakshi_Dixit"
"Nalini_(actress)"
"Navya_Nair"
"Nivedita_Jain"
"Ranjitha"
"Reena_(actress)"
"Sathyakala"
"Payal_Ghosh"
"Shantipriya_(actress)"
"Sangeeta_(Telugu_actress)"
"Maheswari"
"Snigdha_Akolkar"
"Radhika_Kumaraswamy"
"Deepika_Kamaiah"
"Vichithra"
"Ilavarasi"
"Jayashree"
"Indraja_(actress)"
"Shaheen_Khan"
"Kalpana_(Malayalam_actress)"
"Bharathi_Vishnuvardhan"
"Kirat_Bhattal"
"Shari_(actress)"
"Silk_Smitha"
"Hema_Malini"
"Dipa_Shah"
"Kajal_Aggarwal"
"Pranitha_Subhash"
"Sunitha_Varma"
"Divya_Unni"
"Ramya"
"Akshara_Gowda"
"Ankitha"
"Lakshmi_Gopalaswamy"
"Bruna_Abdullah"
"Disco_Shanti"
"Marian_Hill"
"Mayoori_(actress)"
"Ragini_(actress)"
"Jyothika"
"Anu_Prabhakar"
"Pandari_Bai"
"Subhashini"
"Vanisri"
"Disha_Pandey"
"K._R._Vijaya"
"Navaneet_Kaur"
"Pushpavalli"
"Nazriya_Nazim"
"Gayathri_Raguram"
"Charmy_Kaur"
"Lakshmi_(actress)"
"Lakshmi_Menon_(actress)"
"Rachana_Banerjee"
"Aarthi_Aggarwal"
"Archana_Gupta"
"Kausalya_(actress)"
"Mithra_Kurian"
"Namitha"
"Swasika"
"Sanusha"
"Tashu_Kaushik"
"Madhu_Shalini"
"Pooja_Gandhi"
"Rajani"
"Divyadarshini"
"Komal_Sharma"
"Meghna_Naidu"
"Vinaya_Prasad"
"Monal_Gajjar"
"Manisha_Yadav"
"Nadhiya"
"Abhinaya_(actress)"
"Jangiri_Madhumitha"
"Erica_Fernandes"
"Madhurima_Tuli"
"Rajalakshmi_(actress)"
"Sriranjini_(Tamil_actress)"
"Hazel_Keech"
"Malavika_Avinash"
"Sridevi_Vijaykumar"
"Sudha_Chandran"
"Nirosha"
"Varalaxmi_Sarathkumar"
"Varuna_Shetty"
"Diya_(actress)"
"Meera_Nandan"
"Samantha_Ruth_Prabhu"
"Satya_Krishnan"
"Bipasha_Basu"
"Janaki_Ramachandran"
"Ramya_Krishnan"
"Rohini_(actress)"
"Trisha_(actress)"
"Remya_Nambeesan"
"Revathi"
"Tamannaah"
"Vijayalakshmi_(Tamil_actress)"
"Ambika_(actress)"
"Gayathrie"
"Meera_Jasmine"
"Meera_Krishnan"
"Priya_Raman"
"Rupa_Manjari"
"Samvrutha_Sunil"
"Shraddha_Arya"
"Sonu_(actress)"
"Swapna_(actress)"
"Sana_Khan"
"Aparnaa_Bajpai"
"Manochitra"
"Rakshita"
"Sara_Arjun"
"Tharini_Mudaliar"
"Sri_Divya"
"Saritha"
"Kangana_Ranaut"
"Kannur_Sreelatha"
"Rekha_Vedavyas"
"Nagma"
"Amyra_Dastur"
"Aishwarya_Menon"
"Padmapriya_Janakiraman"
"Sujitha"
"Madhumitha"
"Poornitha"
"Shrutika"
"Meghana_Raj"
"Priyadarshini_(actress)"
"Asha_Saini"
"Nikki_Galrani"
"Lakshmi_Sharma"
"Madhuri_(Tamil_actress)"
"Jayakumari"
"Ushanandini"
"Viji_Chandrasekhar"
"Raadhu_(actress)"
"Yuvarani"
"Aishwarya_Arjun"
"Aditi_Chengappa"
"Krithi_Shetty"
"Iyshwarya_Rajesh"
